GT_id,GT_label,Pred_label
BIOUG66789-B04,Tomosvaryella coquilletti,Tomosvaryella demeyeri
BIOUG66239-G02,Linosomus socius,Camponotus integellus
BIOUG66079-A11,Ooctonus hemipterus,Ooctonus notatus
BIOUG67916-G10,Dolichogenidea Janzen257,Glyptapanteles sondrawardae
BIOUG76118-D01,Dinotrema Malaise8655,Dinotrema Malaise7037
BIOUG79445-B12,Megastylus orbitator,Mesochorus vitticollis
BIOUG80208-B09,Leptodrepana Malaise0845,Leptodrepana Malaise4361
BIOUG66629-B07,Neoblastobasis eurotella,coleMalaise Malaise1934
BIOUG80247-C01,Inga Janzen61,Scopula BioLep28
BIOUG74627-E06,Phyllocnistis vitegenella,malaiseGraci01 Malaise9882
BIOUG66405-F11,Snellenius mariakuzminae,Glyptapanteles Malaise9496
BIOUG79932-F02,Mictopsichia Janzen343,Psamathia impuncta
BIOUG74587-H04,immidJanzen01 Janzen22,Dichomeris Janzen76
BIOUG66669-A05,Micronoctua karsholti,Protodarcia cocosensis
BIOUG76711-G10,Dolichoderus validus,Agenioideus ciliatus
BIOUG74566-D12,Anagrus daanei,Anagrus atomus
BIOUG76787-H02,Pimpla sedula,Agenioideus ciliatus
BIOUG80510-B10,Stiropius Malaise 2795,Heterospilus Malaise8960
BIOUG66659-D04,Arorathrips mexicanus,Anaphothrips sudanensis
BIOUG66656-A04,Dolichogenidea baoris,Apanteles Malaise0198
BIOUG65878-A08,Heterospilus Malaise5480,Heterospilus Malaise9938
BIOUG74868-A12,gelJanzen01 Janzen1051,Dichomeris BioLep1283
BIOUG68136-G09,Cryptolestes ferrugineus,Ahasverus advena
BIOUG56849-G01,Feltiella acarisuga,Bryomyia apsectra
BIOUG79123-G03,Heterospilus Malaise4724,Heterospilus Malaise8666
BIOUG66735-B01,Ravinia pernix,Dexosarcophaga jubilator
BIOUG74651-E05,Brasema allynii,Eupelmus pulchriceps
BIOUG59880-E07,elachMalaise7530 Malaise7530,elachBioLep01 BioLep372
BIOUG65775-C07,Antaeotricha Janzen90,elachMalaise7530 Malaise7530
BIOUG66080-F02,Euaphidius plocamaphidis,Tersilochus lapponicus
BIOUG66746-D09,Eudorylas mutillatus,Eudorylas sp. CR28
BIOUG67929-A03,Glyphidocera comae,Glyphidocera sollertiae
BIOUG74612-A06,Opomyza petrei,Pherbellia dubia
BIOUG79856-A11,cosMalaise01 Malaise1842,Ostha BioLep578
BIOUG75292-A02,Allognosta fuscitarsis,Microchrysa flavicornis
BIOUG78279-E09,Stigmella arbusculae,Dichomeris Janzen76
BIOUG75295-G12,Lasius alienus,Nylanderia bourbonica
BIOUG79189-G02,Heterospilus Malaise1896,Heterospilus Malaise7449
BIOUG77797-F08,Dinotrema Malaise3092,Dinotrema Malaise3622
BIOUG65775-A01,Glyphidocera comae,Glyphidocera sollertiae
BIOUG79394-A08,Carinodes Malaise8381,banMalaise01 Malaise3996
BIOUG59882-A06,Bracon Malaise4247,Nealiolus Malasie3900
BIOUG68188-D10,Drosophila simulans,Drosophila busckii
BIOUG56846-C10,Corynoptera furcata,Corynoptera blanda
BIOUG67132-F05,Megaselia normwoodleyi,Culicoides quasiparaensis
BIOUG79315-H05,Siphona Malaise2960,Siphona Malaise7951
BIOUG79396-C12,Stenolis laetificaAS1,Urgleptes mixtus
BIOUG76579-A12,Tanytarsus gracilentus,Tanytarsus telmaticus
BIOUG76579-B05,Tanytarsus gracilentus,Tanytarsus telmaticus
BIOUG79155-E06,alyMalaise01 Malaise4716,Heterospilus Malaise5534
BIOUG66375-A12,Orthocladius decoratus,Tanytarsus anderseni
BIOUG74857-C12,Ecphylus Malaise6321,Ecphylus Malaise8335
BIOUG74568-D09,Dicraeus tibialis,Chlorops hypostigma
BIOUG74543-D07,Perilampus fulvicornis,Bruchophagus gibbus
BIOUG66959-C10,Pealius mori,Trialeurodes variabilis
BIOUG75647-A06,Paraphaenocladius brevinervis,Orthocladius frigidus
BIOUG78765-C02,Triraphis davidwahli,Bracon Malaise3901
BIOUG77649-E08,malaiseGraci01 Malaise2745,malaiseGraci01 Malaise4746
BIOUG80903-F10,Homaledra Janzen06,blastoBioLep01 BioLep4684
BIOUG76118-A03,Heterospilus Malaise1996,Heterospilus Malaise3517
BIOUG75908-A01,Antaeotricha BioLep529,Dichomeris BioLep1283
BIOUG67716-H10,Bradysia peraffinis,Camptochaeta consimilis
BIOUG75891-D03,Nyssomyia trapidoi,Bichromomyia olmeca
BIOUG66090-C06,Rhamphomyia petervajdai,Rhamphomyia shewelli
BIOUG80691-D03,Heterospilus Malaise5480,Hormius Malaise1500
BIOUG78470-E06,Pambolus Malaise7697,Pambolus Malaise9142
BIOUG75612-A05,Limnophora groenlandica,Pegoplata nigroscutellata
BIOUG66898-F01,Glyptapanteles ninazitaniae,Glyptapanteles nealweberi
BIOUG77796-E01,tortMalaise9309 Malaise9309,spiloMalaise2296 Malaise2296
BIOUG66311-H09,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG66653-G06,Dolichogenidea baoris,Rasivalva Choi01
BIOUG75410-F10,Neopamera bilobata,Ligyrocoris litigiosus
BIOUG72931-D01,Tanytarsus volgensis,Tanytarsus telmaticus
BIOUG79295-B08,Mirax malaise0865,Lecythodella Malasie1184
BIOUG66217-B09,Psychoda uncinula,Psychoda uniformata
BIOUG75797-H01,Stigmella arbusculae,cosmoBioLep01 BioLep0552
BIOUG72929-H07,Tanytarsus bathophilus,Psectrocladius fennicus
BIOUG79155-A12,Heterospilus Malaise4724,Heterospilus Malaise2852
BIOUG64686-H05,gelMalaise01 Malaise6559,gelMalaise01 Malaise7558
BIOUG65756-B11,Belonuchus ACS7589,Quedius sublimbatus
BIOUG74857-G06,Lymeon Gauld13,crypMalaise01 Malaise4206
BIOUG78197-F03,Polypedilum tritum,Paratendipes albimanus
BIOUG65743-E03,malaiseGraci01 Malaise5916,malaiseGraci01 Malaise8045
BIOUG66385-F11,Typhaea stercorea,Corticaria elongata
BIOUG74627-G09,Chironomus acidophilus,Chironomus pseudothummi
BIOUG74543-C04,Keiferia inconspicuella,gelJanzen01 Janzen9296
BIOUG79485-E12,Antaeotricha Malaise9517,Antaeotricha Malaise8614
BIOUG77986-H01,Phytomyptera Malaise6360,Chaetostigmoptera Malaise9075
BIOUG66614-A04,Paratrechina longicornis,Nylanderia flavipes
BIOUG79122-A01,Heterospilus Malaise4724,Heterospilus Malaise7449
BIOUG79348-H01,Tricentrogyna violescens,Eois BioLep361
BIOUG74552-G01,Synorthocladius semivirens,Orthocladius frigidus
BIOUG67049-G03,Megaselia normwoodleyi,Gonatocerus morrilli
BIOUG79596-B11,Cotesia Whitfield94,Cotesia Malaise3022
BIOUG65879-B05,Heterospilus Malaise5480,Heterospilus Malaise8935
BIOUG75438-A11,Megaselia normwoodleyi,Psychoda phalaenoides
BIOUG78496-A05,sarcJanzen01 Janzen9318,sarcJanzen01 Janzen1088
BIOUG66620-F07,Chirothrips meridionalis,Arorathrips mexicanus
BIOUG79470-G07,Megaselia hibernans,Megaselia subtumida
BIOUG66078-B12,Bicellaria furcifer,Heleodromia pullata
BIOUG56842-E01,Megaselia gregaria,Megaselia brevior
BIOUG79931-C08,Ecphylus Malaise2136,doryMalaise27 Malaise7767
BIOUG75011-E08,Hypsicera Malaise328,Hypsicera malaise0328
BIOUG75643-G10,Paraphaenocladius brevinervis,Paratanytarsus grimmii
BIOUG81154-C05,cosmoMalaise01 Malaise3563,Parastega niveisignella
BIOUG74683-E11,Tanytarsus volgensis,Tanytarsus telmaticus
BIOUG74564-A08,Liriomyza morio,Calycomyza solidaginis
BIOUG80651-D04,Culex serratimarge,Achradocera arcuata
BIOUG67960-D07,Notiospathius Malaise9211,Heterospilus Malaise8264
BIOUG74694-D03,Cricotopus laricomalis,Cricotopus obnixus
BIOUG75641-B07,Paraphaenocladius brevinervis,Allocladius sp. 1ES
BIOUG74617-G07,Cerodontha eucaricis,Metopomyza xanthaspis
BIOUG79431-G02,Linnavuoriana decempunctata,Eupteryx atropunctata
BIOUG66080-B12,Euaphidius plocamaphidis,Aphidius platensis
BIOUG74796-F10,Stigmella arbusculae,pierMalaise69 Malaise2298
BIOUG74612-G10,Monocrepidius bellus,Ascoliocerus sanborni
BIOUG81014-G03,Stiropius Malaise9838,Lysitermus Malaise4303
BIOUG73998-F03,Leucoptera coffeella,malaiseGraci01 Malaise2778
BIOUG66612-E06,Kuwanimyia appendiculata,Sarcotachina aegyptiaca
BIOUG77452-G09,gelBioLep01 BioLep2310,gelJanzen01 Janzen6660
BIOUG79008-G09,Cephalops sp. CR2,Elmohardyia sp. AZ3
BIOUG80672-C07,Cotesia Whitfield94,Cotesia Whitfield05
BIOUG74626-B11,Chionodes mediofuscella,gelJanzen01 Janzen616
BIOUG75645-E03,Paraphaenocladius brevinervis,Allocladius sp. 1ES
BIOUG75293-C10,Psychoda uncinula,Psychoda minuta
BIOUG77499-D11,Nealiolus Malaise2083,ichMalaise1 Malaise4715
BIOUG80356-H10,Heterospilus Malaise4724,Heterospilus Malaise7449
BIOUG77563-F05,Glyptapanteles mikesharkeyi,Syntretus Malaise2676
BIOUG77923-A03,tortMalaise9442 Malaise9442,gelBioLep01 BioLep2310
BIOUG66718-H05,Cyrtoneurina geminata,Stomoxys calcitrans
BIOUG75440-H05,Apanteles Malaise7955,Apanteles Malaise9656
BIOUG81402-G08,Liposcelis decolor,Liposcelis divinatorius
BIOUG75298-E07,Platypalpus trivialis,Platypalpus stigmatellus
BIOUG65695-C02,Bucculatrix spinachristi,Phyllocnistis Malaise1800
BIOUG78250-A02,Blacus Malaise3303,Plectiscidea tumida
BIOUG80691-F06,Emersonella malaise0887,Omphale Malaise9806
BIOUG75442-E01,Apanteles lisabearssae,Apanteles eduardoramirezi
BIOUG67711-G01,Desmometopa sordida,Leptometopa rufifrons
BIOUG75642-G09,Paraphaenocladius brevinervis,Parakiefferiella bathophila
BIOUG67373-A07,Zale strigimacula,Coenipeta bibitrix
BIOUG66226-A09,Pemphigus bursarius,Icerya purchasi
BIOUG74653-C06,Allognosta fuscitarsis,bombyMalaise01 Malaise2478
BIOUG79084-A04,Glyptapanteles ninazitaniae,Syntretus Malaise2676
BIOUG74622-F05,Camponotus nearcticus,Camponotus excisus
BIOUG77646-E07,Chirotica Malaise4273,tersiMalaise1 Malaise9679
BIOUG79506-G04,gelBioLep01 BioLep1375,gelBioLep01 BioLep7976
BIOUG74568-B11,Dicraeus fennicus,Cerodontha fasciata
BIOUG66619-G05,Microchrysa flaviventris,Megaselia albicans
BIOUG74630-G07,Ophiomyia nasuta,Ophiomyia lantanae
BIOUG78184-B10,Thaumatogelis sylvicola,Epitomus proximus
BIOUG74540-H01,Bradysia urticae,Bradysia hilaris
BIOUG74566-D11,Anagrus daanei,Anagrus atomus
BIOUG66084-F06,Tinagma dryadis,Parornix scoticella
BIOUG88377-F08,Psaliodes Malaise9041,Psamathia impuncta
BIOUG79507-D04,malaiseGraci01 Malaise9722,geoMalaise01 Malaise4404
BIOUG79296-E04,malaiseGraci01 Malaise7587,malaiseGraci01 Malaise7033
BIOUG74692-F10,Orthocladius decoratus,Cricotopus fuscus
BIOUG74547-A08,Dicraeus tibialis,Chlorops hypostigma
BIOUG77983-B09,Heterospilus Malaise8666,Heterospilus Malaise7449
BIOUG66659-G10,Spilomena mocsaryi,Spilomena beata
BIOUG78778-G03,oecoMalaise01 Malaise9046,Ithome Malaise2188
BIOUG74858-E06,Curtisella Malaise2406,doryMalaise27 Malaise7767
BIOUG75603-B07,Coenosia campestris,Coenosia verralli
BIOUG56857-H08,Pterocallis alni,Periphyllus testudinaceus
BIOUG79435-B07,Trichocera dahlae,Trichocera regelationis
BIOUG80903-E04,cosmoBioLep01 BioLep3132,gelMalaise01 Malaise4704
BIOUG75287-B09,Allognosta fuscitarsis,Melanostoma fasciatum
BIOUG66617-H07,Hemiptarsenus varicornis,Elachertus Malaise9979
BIOUG76871-A01,ChiroGn1 SADR02,Parametriocnemus stylatus
BIOUG56857-G11,Pterocallis alni,Periphyllus testudinaceus
BIOUG66312-E10,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG66287-D08,Ectopsocus californicus,Trichopsocus claris
BIOUG75442-D10,Heterospilus Malaise2784,Leiophron Malaise4794
BIOUG80769-C04,Notiospathius Malaise3391,Notiospathius Malaise1931
BIOUG66960-F02,Pealius mori,Siphoninus phillyreae
BIOUG79122-F01,Heterospilus Malaise8032,Heterospilus Malaise6655
BIOUG66090-C05,Chymomyza costata,Chymomyza caudatula
BIOUG66346-A10,Mukaria splendida,Cixius meridionalis
BIOUG75962-A09,Parapanteles Malaise9060,Pseudapanteles analorenaguevarae
BIOUG78233-G02,Blacus Malaise3303,Plectiscidea tumida
BIOUG74612-B12,Chironomus bifurcatus,Kiefferulus tendipediformis
BIOUG66238-F10,Aphidius colemani,Aphidius platensis
BIOUG74558-E11,Brasema allynii,Tricyclomischus celticus
BIOUG66654-E01,Apanteles hemara,Rasivalva Choi01
BIOUG66656-C06,Dolichogenidea baoris,Glyptapanteles charlesmicheneri
BIOUG79341-D12,Glyphidocera comae,Glyphidocera sollertiae
BIOUG66347-B10,Mukaria splendida,Haldorus sp.
BIOUG78182-E01,Megaselia elongata,Conicera dauci
BIOUG79394-F01,Dolichogenidea Malaise4342,Apanteles Malaise2941
BIOUG74425-D01,Catharosia Malaise4051,Chaetostigmoptera Malaise9466
BIOUG76116-G07,geleBioLep1 BioLep9661,geleBioLep01 BioLep1249
BIOUG79397-C08,elachJanzen01 Janzen870,Antaeotricha Malaise8614
BIOUG79368-F08,Chaetostigmoptera Malaise9075,Siphona Janzen99
BIOUG74566-B03,Anagrus daanei,Anagrus atomus
BIOUG65878-C04,Heterospilus Malaise5480,Heterospilus Malaise8264
BIOUG74565-G04,Anagrus daanei,Anagrus atomus
BIOUG74568-D03,Dicraeus fennicus,Chlorops hypostigma
BIOUG66648-F10,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG75638-F12,Trichopalpus obscurellus,Themira putris
BIOUG79416-A10,Contacyphon ochraceus,Contacyphon variabilis
BIOUG75602-F04,Bryomyia apsectra,Campylomyza dilatata
BIOUG74570-H05,Allognosta fuscitarsis,Artemita hieroglyphica
BIOUG66739-D10,Myzus hemerocallis,Muscaphis escherichi
BIOUG65878-C03,Heterospilus Malaise5480,Heterospilus Malaise8935
BIOUG79005-B12,musoMalaise8522 Malaise8522,cramMalaise75 Malaise6435
BIOUG66400-C07,Desmometopa varipalpis,Desmometopa m-nigrum
BIOUG81059-F10,Euclystis mantoDHJ01,Pero clana
BIOUG78457-E02,Dinotrema Malaise4717,Dinotrema Malaise3869
BIOUG75289-D07,Allognosta fuscitarsis,bombyMalaise01 Malaise2478
BIOUG66268-F03,Macrosteles laevis,Chiasmus niger
BIOUG74609-D03,Cotesia rufocoxalis,brMalaise01 Malaise2762
BIOUG75012-B09,gnaptoMalaise01 Malaise8487,Bracon jimlewisi
BIOUG75292-A08,Allognosta fuscitarsis,Microchrysa flavicornis
BIOUG66176-E07,Clogmia albipunctata,Psychoda alternata
BIOUG67815-D06,Hirtodrosophila subflavohalterata affinis 1,Hirtodrosophila subflavohalterata affinis 3
BIOUG72929-H04,Acentrella lapponica,Baetis hudsonicus
BIOUG78182-B02,Phytomyza flavofemorata,Megaselia hirticrus
BIOUG66237-D02,Aphidius colemani,Aphidius platensis
BIOUG67803-F02,Ecphylus Malaise2524,Heterospilus Malaise6328
BIOUG64686-G09,tortBioLep01 BioLep158,ereBioLep01 BioLep6462
BIOUG74542-H02,Philaenus spumarius,Ischnocentrus niger
BIOUG66205-G04,Procladius villosimanus,Norellisoma spinimanum
BIOUG79485-E07,Antaeotricha Malaise9253,Antaeotricha Malaise8614
BIOUG75293-F04,Psychoda uncinula,Psychoda divaricata
BIOUG64691-B01,Diolcogaster Malaise4214,Apanteles Malaise3757
BIOUG66083-F12,Ooctonus hemipterus,Ooctonus vulgatus
BIOUG76785-C06,Dinotrema Malaise0500,Dinotrema Malaise2992
BIOUG79371-F01,Antaeotricha phillipsEPR24,elachMalaise7530 Malaise7530
BIOUG75864-D08,Heterospilus Malaise9151,Heterospilus Malaise7568
BIOUG66352-A07,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG72931-G04,Acentrella lapponica,Baetis hudsonicus
BIOUG77997-D02,Heterospilus Malaise4526,Lysitermus Malaise4303
BIOUG66213-E11,Aphis spiraecola,Brachyunguis harmalae
BIOUG74692-C03,Acentrella lapponica,Omolicna uhleri
BIOUG79412-A01,Ceromya silacea,Siphona maculata
BIOUG75616-B07,Elachista pyrrha,Ochrotrichia dactylophora
BIOUG75441-E12,Leiophron Malaise8494,Leiophron Malaise1339
BIOUG79496-G02,Antaeotricha Phillips01,Rivula pusilla
BIOUG77990-A02,Triraphis Malaise7005,Bracon Malaise3901
BIOUG75289-D11,Allognosta fuscitarsis,bombyMalaise01 Malaise2478
BIOUG75911-A05,Sussaba Malaise2648,Hyposoter INB-257
BIOUG77996-G05,musoBioLep01 BioLep648,gelMalaise01 Malaise6475
BIOUG66077-E02,Micropsectra logani,Tanytarsus anderseni
BIOUG80625-H03,Megaselia normwoodleyi,Cosmosciara perniciosa
BIOUG78095-C08,Antaeotricha Phillips01,Blepharomastix Malaise9173
BIOUG74542-H05,Philaenus spumarius,Chlorotettix galbanatus
BIOUG67071-D08,alyMalaise01 Malaise9509,Heterospilus Malaise5534
BIOUG66902-E08,Pealius mori,Issus abdulnouri
BIOUG65395-H08,Xanthacrona tuberosa,Macrostenomyia guerinii
BIOUG65691-E08,Desmometopa sordida,Desmometopa m-nigrum
BIOUG80672-B09,Pambolus Malaise1512,Heterospilus Malaise5534
BIOUG78288-A11,alyMalaise01 Malaise0814,Dinotrema Malaise6339
BIOUG74542-G12,Philaenus spumarius,Chlorotettix galbanatus
BIOUG79018-F08,Lysitermus Malaise4303,Heterospilus Malaise6118
BIOUG80903-F05,Homaledra Janzen06,Ostha BioLep578
BIOUG74619-G03,Brasema allynii,Tricyclomischus celticus
BIOUG74647-E04,Anotia bonnetii,Omolicna latens
BIOUG75178-A03,Trophithauma portentum,Megaselia meconicera
BIOUG66201-C10,Forcipomyia albopunctata,Forcipomyia aristolochiae
BIOUG79188-G07,Heterospilus Malaise1996,Heterospilus Malaise3517
BIOUG74695-A07,Acentrella lapponica,Parakiefferiella scandica
BIOUG66348-D11,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG74687-H11,Dicrotendipes modestus,Tanytarsus telmaticus
BIOUG66316-E01,Australosepsis niveipennis,Sepsis thoracica
BIOUG74450-E09,orthoMalaise01 Malaise5595,Orthocentrus Malaise5499
BIOUG79882-H04,Chilocyrtus Malaise1867,Orthocentrus Malaise8629
BIOUG66766-A12,Bradysia peraffinis,Bradysia impatiens
BIOUG74455-F09,Leucoptera coffeella,malaiseGraci01 Malaise6999
BIOUG77510-G11,Heterospilus Malaise4610,Pseudorhysipolis Malaise4159
BIOUG65372-A09,Trieces Janzen8195,IchMalaise01 malaise6840
BIOUG78199-D05,Aclista folia,Acanosema nervosum
BIOUG77455-H03,opiMalaise01 Malaise8956,Nealiolus Malaise1413
BIOUG79030-H02,Bichromomyia olmeca,Monocentrota lundstroemi
BIOUG74558-F10,Neuroterus quercusverrucarum,Alloxysta fuscipes
BIOUG81125-H11,Leiophron Malaise9098,Lecythodella Malasie1184
BIOUG88444-D08,Desmometopa varipalpis,Desmometopa sordida
BIOUG75295-D10,Chaetocnema hortensis,Dibolia borealis
BIOUG66735-F09,Trichopria atricornis,Monelata solida
BIOUG78186-D06,Crambus ericella,Eois Chacon06
BIOUG66225-H11,Aphidius colemani,Aphidius platensis
BIOUG75610-A05,Megaselia infraposita,Megaselia latifemorata
BIOUG74616-G08,Chymomyza amoena,Mycodrosophila projectans affinis 2
BIOUG65691-G09,Culicoides imicola,Culicoides brevitarsis
BIOUG78900-A01,Orgilus Malaise3336,Glyptapanteles stephaniekirkae
BIOUG66657-A01,Dolichogenidea baoris,brMalaise01 Malaise3571
BIOUG67939-G02,cosmoBioLep01 BioLep1456,coleBioLep01 BioLep14
BIOUG78199-F03,Entomacis platyptera,Monelata solida
BIOUG80433-B02,Heterospilus Malaise5064,Heterospilus Malaise8149
BIOUG81047-B06,Ecphylus Malaise2524,doryMalaise27 Malaise7767
BIOUG66793-C03,Ravinia pernix,sarcJanzen1 Janzen2703
BIOUG76021-B12,Prosenoides Malaise8700,Lixophaga Janzen1062
BIOUG74868-B10,Leucoptera coffeella,malaiseGraci01 Malaise6999
BIOUG74619-E02,Allognosta fuscitarsis,Artemita hieroglyphica
BIOUG68126-C09,Stathmopoda auriferella,geoMalaise485 malaise0485
BIOUG74695-H05,Baetis hudsonicus,Metacnephia borealis
BIOUG79097-C10,lepJanzen01 Janzen01,tinBioLep01 BioLep5560
BIOUG79052-E11,Heterospilus Malaise1896,Heterospilus Malaise7449
BIOUG67834-C01,Pero jimenezaria,Symplecta hybrida
BIOUG75300-G09,Chionodes mediofuscella,Antaeotricha Malaise5102
BIOUG79422-F08,Peromyia diadema,Aprionus spiniger
BIOUG78190-B09,Psychoda lobata,Psychoda satchelli
BIOUG74630-G11,Allognosta fuscitarsis,Microchrysa flavicornis
BIOUG66739-A03,Myzus cerasi,Brachyunguis harmalae
BIOUG77698-E08,Heterospilus Malaise1218,Heterospilus Malaise4610
BIOUG80685-E08,Megaselia normwoodleyi,Diachlorus jobbinsi
BIOUG65300-H06,Glyphidocera comae,autoJanzen01 Janzen805
BIOUG66741-G09,Atherigona orientalis,Atherigona reversura
BIOUG68134-A12,Aphidius colemani,Aphidius platensis
BIOUG66092-C01,Lonchaea ragnari,Lonchaea longicornis
BIOUG73990-B08,cosmoBioLep01 BioLep03,cosmoMalaise1 Malaise5745
BIOUG78908-F05,Telamoptilia Malaise6951,malaiseGraci01 Malaise1849
BIOUG66092-H05,Fannia corvina,Fannia sociella
BIOUG74569-A09,Conocephalus fasciatus,Chlorotettix galbanatus
BIOUG77499-C04,Chilocyrtus Malaise4358,orthoMalaise01 malaise0521
BIOUG75441-D03,Agelaia centralis,Homoporus luniger
BIOUG66738-F10,Oenopia sauzeti,Myrrha octodecimguttata
BIOUG81072-C04,Heterospilus Malaise7467,Heterospilus Malaise4610
BIOUG75294-A02,Allognosta fuscitarsis,Artemita hieroglyphica
BIOUG78232-A11,Dinotrema Malaise3092,Dinotrema Malaise1186
BIOUG77062-G04,Heterospilus Malaise4724,Heterospilus Malaise8666
BIOUG67211-F10,Tripudia lamina,Platynota subargentea
BIOUG66656-E05,Hemiptarsenus varicornis,Diglyphus isaea
BIOUG74640-F11,Allognosta fuscitarsis,Melanostoma fasciatum
BIOUG66612-F07,Microchironomus tener,Dicrotendipes lobiger
BIOUG66779-E02,Megaselia manicata,Megaselia albicans
BIOUG66793-D07,Tomosvaryella coquilletti,Tomosvaryella demeyeri
BIOUG66225-G06,Alloxysta victrix,Alloxysta castanea
BIOUG81072-D09,Heterospilus Malaise7467,Heterospilus Malaise8149
BIOUG75846-F10,Rhinacloa forticornis,Orthops palus
BIOUG75641-B11,Paraphaenocladius brevinervis,Allocladius sp. 1ES
BIOUG81092-H08,Heterospilus Malaise5480,Heterospilus Malaise9938
BIOUG79654-H03,Telamoptilia Malaise6951,Neurostrota Malaise8836
BIOUG74540-E11,Leptosciarella scutellata,Prosciara prosciaroides
BIOUG77536-G11,malaiseGraci01 Malaise3502,malaiseGraci01 Malaise7033
BIOUG74623-C11,Keiferia inconspicuella,Antaeotricha Malaise5102
BIOUG68192-F09,Drosophila simulans,Drosophila maculifrons
BIOUG66628-D07,Typhaea stercorea,Cryptophilus sp. SAEVG Morph0281
BIOUG77788-G11,Dinotrema Malaise3092,Dinotrema Malaise1186
BIOUG75407-D10,cramMalaise01 malaise9607,pierMalaise44 Malaise4187
BIOUG66081-C12,Bicellaria furcifer,Heleodromia pullata
BIOUG80537-C04,Antaeotricha Malaise1808,Antaeotricha Malaise8614
BIOUG67375-B04,Camponotus geralensis,Camponotus excisus
BIOUG74692-H10,Chaetocladius tenuistylus,Parakiefferiella bathophila
BIOUG76680-D05,Culicoides paolae,Culicoides pictipennis
BIOUG74699-B09,Acentrella lapponica,Orthocladius frigidus
BIOUG77948-C11,Lixophaga Malaise1367,Diachlorus jobbinsi
BIOUG65743-E01,cosmoMalaise01 Malaise9410,cosmoBioLep01 BioLep8817
BIOUG74589-C10,Metalectra BioLep635,Marimatha Janzen102
BIOUG78283-C05,Leiophron Malaise2721,Urosigalphus Malaise5394
BIOUG75647-E10,Dicrotendipes modestus,Kiefferulus tendipediformis
BIOUG78184-D03,Formica lemani,Belyta depressa
BIOUG75646-E07,Paraphaenocladius brevinervis,Allocladius sp. 1ES
BIOUG74447-G12,orthoMalaise01 Malaise5595,IchMalaise01 malaise6840
BIOUG76423-C10,Nyssomyia trapidoi,Bichromomyia olmeca
BIOUG79545-D05,Glyptapanteles ninazitaniae,Nealiolus Malaise1381
BIOUG79485-A03,Eois malaise9629,Undulambia Janzen18
BIOUG74545-A12,Acylomus pugetanus,Acylomus ergoti
BIOUG74861-H02,doryMalaise01 Malaise4121,doryMalaise27 Malaise7767
BIOUG74699-B07,Acentrella lapponica,Kybos luda
BIOUG77514-D11,Heterospilus Malaise2246,Heterospilus Malaise4610
BIOUG74671-E05,Dicrotendipes modestus,Tanytarsus telmaticus
BIOUG64693-G08,Deutereulophus deutMalaise4612,euloMalaise1 euloMalaise6772
BIOUG77923-C04,gelMalaise01 Malaise1136,gelMalaise01 Malaise9193
BIOUG66717-D06,Myxosargus nigricormis,Microchrysa flaviventris
BIOUG67434-F04,Heterospilus Malaise5480,doryMalaise01 Malaise5164
BIOUG74587-F09,Blastobasis phaedra,blastoBioLep01 BioLep6553
BIOUG78719-E03,gelMalaise01 Malaise1413,gelMalaise01 Malaise5101
BIOUG77675-G01,alyMalaise01 Malaise3212,Aphaereta aotea
BIOUG81402-B05,Triraphis christhompsoni,Bracon Malaise3901
BIOUG77092-B11,Rhopalosiphum rufiabdominale,Aphis coreopsidis
BIOUG67426-D11,Heterospilus Malaise5192,Heterospilus Malaise4610
BIOUG67211-C02,Tripudia grapholithoides,tortJanzen01 Janzen342
BIOUG66447-B07,Heterospilus Malaise5227,Heterospilus Malaise2852
BIOUG80903-E05,cosmoBioLep01 BioLep3132,Parectopa plantaginisella
BIOUG78469-A06,tinBioLep01 BioLep8990,cosmoBioLep01 BioLep1453
BIOUG74589-G04,gelJanzen01 Janzen1428,Symmetrischema Malaise5062
BIOUG80903-F12,Inga Janzen61,Neolygus communis
BIOUG66669-C01,Tischeria dodonaea,Pseudopostega saltatrix
BIOUG79598-A12,Marmara habecki,malaiseGraci01 Malaise4660
BIOUG79189-G07,Cotesia Whitfield11,Cotesia Whitfield16
BIOUG74568-H05,Conocephalus fasciatus,Aiolopus thalassinus
BIOUG75607-A11,Botanophila sericea,Botanophila rectangularis
BIOUG79492-H02,Antaeotricha Malaise1808,Steniodes BioLep6158
BIOUG66232-H05,Opalimosina mirabilis,Opacifrons coxata
BIOUG66982-G01,Scaptodrosophila scutellimargo,Drosophila subobscura
BIOUG78367-E11,Opalimosina mirabilis,Pteremis fenestralis
BIOUG74570-F05,Allognosta fuscitarsis,bombyMalaise01 Malaise2478
BIOUG78252-G04,Blacus Malaise3303,alyMalaise01 Malaise6305
BIOUG74424-E01,Catharosia Malaise4051,Calodexia bella
BIOUG66687-H11,Drosophila immigrans,Drosophila cardini
BIOUG67729-A11,Phytomyptera Malaise3509,Sphaerina Malaise5822
BIOUG79397-B11,gelJanzen01 Janzen12,Bactra verutanaDHJ02
BIOUG74548-C03,Dicrotendipes modestus,Tanytarsus telmaticus
