GT_id,GT_label,Pred_label
BIOUG66229-G08,Bradysia impatiens,Camptochaeta hirtula
BIOUG67427-B03,malaiseGraci01 Malaise5556,malaiseGraci01 Malaise5977
BIOUG78859-F01,geleBioLep01 BioLep1249,geleBioLep1 BioLep9661
BIOUG64977-G07,Hormius modonnellyae,alyMalaise01 Malaise5715
BIOUG75443-B04,ichneuMalaise01 Malaise8071,ichneuMalaise01 malaise9082
BIOUG78469-G04,geleBioLep01 BioLep1249,gelMalaise01 Malaise5101
BIOUG75639-G05,Zaphne barbiventris,Mimophobetron pyropsalis
BIOUG65799-H10,Cotesia scotti,Cotesia Malaise3022
BIOUG67130-A08,Orthocentrus Malaise2720,Orthocentrus Malaise3997
BIOUG74852-B08,Paradidyma Malaise2399,Paradidyma Malaise2503
BIOUG67748-D03,Pambolus Malaise1900,Pambolus Malaise9142
BIOUG66762-D10,Haplothrips tenuipennis,Hoplandrothrips ochraceus
BIOUG75431-A10,Paradidyma Malaise2503,Paradidyma Malaise6566
BIOUG66167-H11,Megaselia artborkenti,Megaselia steptoeae
BIOUG74851-A04,Paradidyma Malaise2399,Paradidyma melania
BIOUG66215-H02,Pullimosina heteroneura,Coproica vagans
BIOUG79486-C07,Allophrys divaricata,tersiMalaise01 Malaise2786
BIOUG78464-E05,Plectiscus Malaise1594,Plectiscus Malaise5795
BIOUG80631-G02,Sharkeyella Malaise7789,doryMalaise01 Malaise3608
BIOUG66242-B01,Bradysia nomica,Bradysia inusitata
BIOUG74683-H08,Tanytarsus mendax,Tanytarsus telmaticus
BIOUG75501-F09,Leiophron Malaise4536,Leiophron Malaise1653
BIOUG75419-A02,blastoBioLep01 BioLep1040,Hypatopa bilobata
BIOUG68134-C04,Neochrysocharis formosa,Astichus astiMalaiseCDH4338
BIOUG66967-G10,Psychoda alternata,Corynoptera spinifera
BIOUG65775-F07,Cotesia scotti,Cotesia Malaise3022
BIOUG78066-F11,Hirtodrosophila subflavohalterata affinis 3,Hirtodrosophila subflavohalterata affinis 1
BIOUG67426-G06,Chilocyrtus Malaise7054,Chilocyrtus malaise7054
BIOUG79428-F04,Anagrus atomus,Anagrus daanei
BIOUG79189-D10,Dinotrema Malaise4203,Dinotrema Malaise6545
BIOUG78186-E07,Elachista exactella,Elachista illectella
BIOUG78381-B08,Pambolus Malaise8158,Pambolus Malaise9142
BIOUG79899-B02,Chironomus columbiensis,Chironomus calligraphus
BIOUG79837-C12,cramMalaise4941 Malaise4941,tortBioLep01 Malaise4129
BIOUG75602-A06,Paraphaenocladius impensus,Paraphaenocladius brevinervis
BIOUG81035-B12,Heterospilus Malaise7449,Heterospilus Malaise7568
BIOUG78428-D08,Orthocentrus Malaise4741,Orthocentrus sp. 16 NW-212
BIOUG67125-F04,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG67411-E01,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG78586-E11,Dinotrema Malaise2655,Dinotrema Malaise0500
BIOUG74544-H07,Lygus lineolaris,Neolygus communis
BIOUG80829-D03,Drosophila emarginata,Philosepedon humeralis
BIOUG74556-B01,Culicoides travisi,Culicoides pictipennis
BIOUG78370-C09,Heterospilus Malaise7411,Panama Malaise5794
BIOUG75886-D02,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG77791-A12,Dinotrema Malaise4111,alyMalaise01 Malaise3306
BIOUG80610-D07,Glyptapanteles Malaise9875,Glyptapanteles sondrawardae
BIOUG80611-D10,Bemisia tabaci,Paraleyrodes minei
BIOUG78908-B08,cramMalaise75 Malaise2864,Argyria centrifugensDHJ02
BIOUG77970-G06,Casinaria Malaise6162,Xiphosomella Malaise7341
BIOUG66227-A11,Pullimosina heteroneura,Pteremis fenestralis
BIOUG66915-A08,Hermetia illucens,Epuraea ocularis
BIOUG65681-H10,Megaselia halterata,Megaselia flava
BIOUG78769-E03,Glyphidocera advenae,Glyphidocera virgulae
BIOUG78186-C03,Elachista exactella,Corynoptera furcifera
BIOUG75910-C12,Elasmus Malaise8332,euloMalaise01 euloMalaise1995
BIOUG79355-F05,Rachispoda spuleri,Phthitia plumosula
BIOUG64686-E09,gelMalaise01 Malaise4615,Anatrachyntis vanharteni
BIOUG74671-H05,Tanytarsus mendax,Tanytarsus telmaticus
BIOUG77542-C02,Megaselia manuelzumbadoi,Megaselia parva
BIOUG66090-E07,Botanophila adusta,Botanophila rectangularis
BIOUG66737-C11,Cotesia ruficrus,Cotesia Whitfield11
BIOUG67130-F04,Cotesia scotti,Cotesia Malaise3022
BIOUG75502-E04,Glyptapanteles Malaise795,Glyptapanteles henrytownesi
BIOUG80904-F01,Pseudorhysipolis Malaise4159,Heterospilus Malaise3652
BIOUG77819-E11,alyMalaise01 Malaise3306,alyMalaise01 Malaise2535
BIOUG88377-E08,spiloMalaise2296 Malaise2296,Alloclita delozona
BIOUG75462-D05,Psychoda alternata,Clogmia albipunctata
BIOUG65274-E07,Glyphidocera BioLep192,Omphale Malaise2670
BIOUG66394-G05,Psychoda alternata,Atherigona orientalis
BIOUG77791-E10,Dinotrema Malaise6778,Dinotrema Malaise3425
BIOUG65694-D08,Cotesia ruficrus,Cotesia vestalis
BIOUG65776-E03,euloMalaise01 euloMalaise6840,Aprostocetus aproMalaise1616
BIOUG74636-A10,Corynoptera cursor,Corynoptera subparvula
BIOUG74548-B03,Rhopalosiphum padi,Muscaphis escherichi
BIOUG75015-D07,Psychoda alternata,Clogmia albipunctata
BIOUG75501-E01,ichMalaise1 Malaise4715,ichMalaise1 Malaise1336
BIOUG79083-E05,Chelonus Malaise2690,Chelonus Malaise1197
BIOUG77854-G12,Plectiscus Malaise1594,Plectiscus Malaise3484
BIOUG78186-E11,Elachista exactella,Elachista illectella
BIOUG80688-G11,Cotesia scotti,Cotesia Whitfield05
BIOUG78289-F03,Dinotrema Malaise2655,Dinotrema Malaise0500
BIOUG67722-A05,Phytomyza thalictrella,Ophiomyia phaseoli
BIOUG78364-E02,Strumigenys elongata,Strumigenys pariensis
BIOUG78903-A02,Ectopsocus fullawayi,Microtechnites bractatus
BIOUG66359-D01,Psychoda alternata,Forcipomyia litoraurea
BIOUG77514-C04,Dinotrema Malaise4777,Dinotrema Malaise7967
BIOUG78469-E04,geleBioLep01 BioLep1249,geleBioLep1 BioLep9661
BIOUG79416-B10,Trixagus dermestoides,Trixagus meybohmi
BIOUG66013-B10,Coenosia transiens,Coenosia verralli
BIOUG75043-D06,Pseudapanteles raulsolorzanoi,Glyptapanteles Malaise2577
BIOUG76487-E03,Mimophobetron pyropsalis,Hypenodes Malaise8575
BIOUG68121-F02,Sitobion avenae,Aphis nerii
BIOUG73605-F04,Mocyta breviuscula,Boreostiba parvipennis
BIOUG74966-H11,Clepsis BioLep109,Vipsophobetron marisaDHJ03
BIOUG76289-D11,tortBioLep01 Malaise4129,cramMalaise9483 Malaise9483
BIOUG68128-E05,Megaselia halterata,Megaselia hirtiventris
BIOUG73087-B05,Psychoda alternata,Clogmia albipunctata
BIOUG75238-F10,Paradidyma Malaise2503,Paradidyma melania
BIOUG74186-E09,Chironomus columbiensis,Kiefferulus tendipediformis
BIOUG68179-A12,Coenosia attenuata,Coenosia pedella
BIOUG68586-F02,Musca crassirostris,Ceromya Malaise2738
BIOUG75086-F10,Clausicella Malaise2315,Stigmatomeria obscura
BIOUG74038-H11,Battaristis MalaiseMetz3348,gelMalaise1 Malaise4277
BIOUG68732-G08,Lutzomyia evansi,Nyssomyia trapidoi
BIOUG70404-B05,gelJanzen01 Janzen774,Antaeotricha Janzen31
BIOUG73285-B10,Ormosia depilata,Ormosia lineata
BIOUG67587-F08,Glyptapanteles Whitfield115,Glyptapanteles Whitfield308
BIOUG75748-B04,Dinotrema Malaise2655,Dinotrema Malaise0500
BIOUG74525-F10,Peyerimhoffia vagabunda,Cratyna keilini
BIOUG68730-A06,malaiseGraci01 Malaise6860,malaiseGraci01 Malaise7268
BIOUG66007-B11,Euceraphis borealis,Euceraphis papyrifericola
BIOUG73446-A10,ichneuMalaise01 malaise9082,Epitomus infuscatus
BIOUG74815-C01,Paradidyma Malaise2558,Paradidyma melania
BIOUG73243-B08,Tersilochus striola,Tersilochus lapponicus
BIOUG74531-B02,Pegoplata infirma,Egle ciliata
BIOUG68522-F11,Stomoxys calcitrans,Lispe assimilis
BIOUG73930-C02,Plectiscus Malaise1594,Plectiscus Malaise5795
BIOUG74954-F06,Aprostocetus aproMalaise0531,Lasalleistichus albifasciatus
BIOUG67993-G06,Glyptapanteles Whitfield123,Dolichogenidea Janzen45
BIOUG70208-H06,Chelonus planiventris,Chelonus Malaise6274
BIOUG73261-H03,Chaetocladius suecicus,Chaetocladius longivirgatus
BIOUG66032-E06,Stenomacrus affinitor,Plectiscus Malaise5795
BIOUG68176-A10,Ophiomyia beckeri,Ophiomyia lantanae
BIOUG77614-E12,Plectiscus Malaise1594,Plectiscus Malaise5795
BIOUG73263-E07,Paraphaenocladius pseudirritus,Micropsectra nana
BIOUG74417-C03,Arachnophaga rhadinocnemia,Anastatus sp. GG25
BIOUG68160-H01,Megaselia albicans,Megaselia oxboroughae
BIOUG75746-F02,alyMalaise01 Malaise3308,alyMalaise01 Malaise2441
BIOUG74715-D12,Microsepsis furcata,Australosepsis niveipennis
BIOUG75301-F07,Atheta capsularis,Atheta terranovae
BIOUG75235-D08,Pseudophanerotoma Malaise2539,doryMalaise27 Malaise7767
BIOUG67770-H05,Helicobia rapax,sarcJanzen1 Janzen2703
BIOUG68533-G11,Craticulina diffusa,Pseudosiphona Janzen6920
BIOUG75282-E09,Dolichogenidea Janzen9638,Apanteles Malaise5397
BIOUG68419-G01,gelBioLep01 BioLep1838,blastoMalaise01 Malaise1400
BIOUG74333-B08,Psychoda alternata,Clogmia albipunctata
BIOUG68147-H01,Phyllocnistis citrella,Phyllocnistis Malaise1800
BIOUG68218-H10,Phyllocnistis citrella,malaiseGraci01 Malaise9882
BIOUG74385-C10,gelBioLep1 BioLep743,gelBioLep01 BioLep1373
BIOUG68508-D11,Thelyconychia solivaga,Distichona Malaise6325
BIOUG77617-D10,Plectiscus Malaise1594,Plectiscus Malaise5795
BIOUG73247-H02,Chaetocladius perennis,Chaetocladius tenuistylus
BIOUG77093-E06,Undulambia Janzen18,Lobocleta Malaise1665
BIOUG73245-F11,Scatopsciara nana,Bradysia plusiospina
BIOUG70015-F07,tinBioLep01 BioLep1595,tinBioLep01 BioLep9316
BIOUG67439-B03,Cotesia scotti,Cotesia Whitfield05
BIOUG75828-D09,Phytomyptera Malaise5935,Phytomyptera Malaise2448
BIOUG70232-G11,Atherigona reversura,Atherigona orientalis
BIOUG68154-A11,Tamarixia pronomus,tetraMalaise01 malaise0278
BIOUG74050-G07,Dinotrema Malaise4203,Dinotrema malaise0256
BIOUG68902-B01,tinBioLep01 BioLep4447,tinBioLep01 BioLep5223
BIOUG74255-A05,Archisepsis pusio,Australosepsis niveipennis
BIOUG67880-A06,Glyptapanteles Malaise9875,Glyptapanteles Malaise9496
BIOUG77342-B10,Diolcogaster Choi107,Diolcogaster Malaise7359
BIOUG73247-D05,Halocladius variabilis,Psychoda albipennis
BIOUG70211-D06,Aconurella prolixa,Busonia albilateralis
BIOUG75747-A09,Dinotrema Malaise2655,Dinotrema Malaise3260
BIOUG75214-A07,Plutella xylostella,gelJanzen01 Janzen235
BIOUG70105-A02,malaiseGraci01 Malaise6860,malaiseGraci01 Malaise7268
BIOUG67478-B08,Cotesia scotti,Cotesia Malaise3022
BIOUG72499-D09,Acrolophus BioLep451,Psamathia impuncta
BIOUG68137-A04,Tuta absoluta,Carpatolechia proximella
BIOUG67863-C03,Pambolus Malaise1900,Pambolus Malaise9142
BIOUG77147-G02,Psychoda alternata,Clogmia albipunctata
BIOUG68223-F06,Telphusa BioLep476,Telphusa sedulitella
BIOUG72662-A07,Psychoda alternata,Clogmia albipunctata
BIOUG73911-C06,Chilocyrtus Malaise7054,Chilocyrtus Malaise1867
BIOUG73287-H01,Halocladius variabilis,Limnophyes ninae
BIOUG70042-E08,Telphusa BioLep476,Telphusa sedulitella
BIOUG66062-C11,Paraphaenocladius impensus,Paraphaenocladius brevinervis
BIOUG70404-E10,cosmoMalaise01 Malaise4459,malaiseGraci01 Malaise3984
BIOUG68927-F09,Lutzomyia evansi,Bichromomyia olmeca
BIOUG66026-H07,Thaumatomyia trifasciata,Chlorops hypostigma
BIOUG74157-G05,gelBioLep01 BioLep743,gelBioLep01 BioLep7976
BIOUG73293-G10,Elachista apicipunctella,Tuta absoluta
BIOUG67863-A02,Cryptophilus sp. SAEVG Morph0281,Euplatypus sp. 3YB
BIOUG67600-H05,gelMalaise01 Malaise2486,gelMalaise01 Malaise6859
BIOUG66462-F02,Rudolfina exuberata,Bromeloecia wolverinei
BIOUG75720-G07,alyMalaise01 Malaise3308,alyMalaise01 Malaise7873
BIOUG68758-D02,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG75774-H04,Dinotrema Malaise2655,Dinotrema Malaise2550
BIOUG66068-A05,Boernerina occidentalis,Chaitophorus pusillus
BIOUG70404-A04,Gephyra BioLep780,Dichomeris Janzen76
BIOUG75000-A05,Eois Malaise6693,Eois Chacon06
BIOUG66035-A08,Sarcophaga libera,sarcJanzen1 Janzen1089
BIOUG77181-B11,Hirtodrosophila thoracis,Hirtodrosophila subflavohalterata affinis 1
BIOUG72669-H07,Orthocentrus Malaise5689,Orthocentrus Malaise5162
BIOUG74513-B03,Lycoriella sativae,Lycoriella inflata
BIOUG68908-A04,Acrolophus BioLep454,acroBioLep01 BioLep17
BIOUG73279-B01,Halocladius variabilis,Halocladius varians
BIOUG74900-D08,Phytomyptera Malaise6585,Phytomyptera Malaise2448
BIOUG70021-C11,malaiseGraci01 Malaise5556,malaiseGraci01 Malaise5632
BIOUG75080-E10,Pseudapanteles raulsolorzanoi,Glyptapanteles Malaise2577
BIOUG77147-C01,Bifronsina bifrons,Pullimosina heteroneura
BIOUG68183-F05,Binodoxys angelicae,Pambolus Malaise9142
BIOUG72698-A02,Battaristis MalaiseMetz3348,gelMalaise1 Malaise4277
BIOUG73807-H06,ichneuMalaise01 Malaise8071,Barichneumon neosorex
BIOUG68511-G09,Agathis fuscipennis,Chelonus Malaise6274
BIOUG73285-C07,Ormosia depilata,Ormosia lineata
BIOUG77411-D12,psychJanzen10 Malaise9264,psychJanzen05 Malaise9190
BIOUG66052-C05,Bryotropha similis,Carpatolechia proximella
BIOUG68533-H09,Meoneura palaestinensis,Desmometopa m-nigrum
BIOUG70028-C06,Aristotelia Janzen1129,Sinoe BioLep2857
BIOUG70711-E11,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG67776-B03,encyrMalaise01 Malaise5829,encyrMalaise01 Malaise9745
BIOUG66032-F10,Stenomacrus affinitor,Orthocentrus asper
BIOUG77177-A03,Tylozygus geometricus,Sibovia nielsoni
BIOUG70016-G03,Copidocephala viridiguttata,Brachyplatys subaeneus
BIOUG73944-F10,Deutereulophus deutMalaise2281,Deutereulophus deutMalaise4612
BIOUG75775-A08,alyMalaise01 Malaise3306,Dinotrema Malaise3425
BIOUG66042-H07,Botanophila profuga,Trichopalpus punctipes
BIOUG68170-D06,Monomorium indet,Pheidole nebulosa
BIOUG73286-C02,Calobata petronella,Tephrochlamys rufiventris
BIOUG70298-G09,Aproaerema anthyllidella,Elachista alpinella
BIOUG74053-C06,Psychoda alternata,Clogmia albipunctata
BIOUG75079-H11,Ecphylus Malaise4224,Notiospathius Malaise1931
BIOUG70046-A02,Paradidyma Malaise2555,Paradidyma melania
BIOUG74718-F05,Megaselia tropizona,Megaselia defibaughorum
BIOUG75000-E01,Tuta absoluta,Gnorimoschema shepherdiae
BIOUG70726-C02,Dichomeris MalaiseMetz1419,gelBioLep01 BioLep1375
BIOUG66056-E10,Botanophila profuga,Pegomya geniculata
BIOUG75709-B07,Microsepsis mitis,Australosepsis niveipennis
BIOUG73702-G11,Tanytarsus hastatus,Tanytarsus miriforceps
BIOUG68921-C07,Paradidyma Malaise2221,Paradidyma melania
BIOUG66042-F06,Simulium arcticum complex,Simulium pulverulentum
BIOUG68415-E01,Paradidyma Malaise2556,Paradidyma Malaise2692
BIOUG73944-H11,Aprostocetus aproMalaise6546,tetraMalaise01 malaise0278
BIOUG75272-G09,Paradidyma Malaise2503,Paradidyma melania
BIOUG75413-B01,mgMalaise160 Malaise5779,Syntretus Malaise2676
BIOUG73974-F05,Plectiscus Malaise1594,Plectiscus Malaise5795
BIOUG73275-B07,Halocladius variabilis,Orthocladius gelidorum
BIOUG75838-E11,ichneuMalaise01 Malaise8071,ichneuMalaise01 malaise9082
BIOUG70020-B06,Glyptapanteles pamitchellae,Glyptapanteles Malaise9411
BIOUG66047-E10,Simulium arcticum complex,Simulium pulverulentum
BIOUG68401-B12,Paradidyma Malaise2555,Paradidyma Malaise2692
BIOUG68902-D12,gelMalaise01 Malaise6859,gelMalaise01 Malaise5966
BIOUG67478-C11,Pambolus Malaise1900,Pambolus Malaise9142
BIOUG75256-A06,blastoBioLep01 BioLep1040,Hypatopa dux
BIOUG75245-C04,gelBioLep1 BioLep883,gelBioLep01 BioLep883
BIOUG76820-C07,tersiMalaise01 malaise9021,tersiMalaise01 Malaise9771
BIOUG66055-C11,Fannia scyphocerca,Fannia postica
BIOUG70204-B03,Chelonus planiventris,Chelonus Malaise6274
BIOUG73866-G07,blastoBioLep1 BioLep6553,Glyphidocera sollertiae
BIOUG74538-B05,Chaetocladius perennis,Chaetocladius tenuistylus
BIOUG78212-D04,Dinotrema Malaise2655,Dinotrema Malaise0500
BIOUG73274-F03,Parochlus kiefferi,Chaetocladius suecicus
BIOUG73445-H09,Chelonus jorgehernandezi,Blacus malaise0651
BIOUG67776-C04,encyrMalaise01 Malaise3972,encyrMalaise01 Malaise2649
BIOUG74100-A09,phyMalaise01 Malaise2939,phyMalaise01 Malaise2168DHJ01
BIOUG73806-F06,ichneuMalaise01 Malaise8071,Barichneumon neosorex
BIOUG72669-H08,Hypsicera malaise0328,IchMalaise01 malaise6840
BIOUG76966-A08,tersiMalaise01 malaise9021,tersiMalaise1 Malaise1642
BIOUG75838-F08,Chelonus jorgehernandezi,Blacus malaise0651
BIOUG68116-B07,Dolichotachina marginella,Siphona malaise0289
BIOUG70028-E05,coleBioLep01 BioLep1011,elachBioLep01 BioLep709
BIOUG73279-G02,Micropsectra nana,Orthocladius gelidorum
BIOUG68224-A06,Blastobasis Metz9506,blastoBioLep01 BioLep565
BIOUG66041-F12,Simulium arcticum complex,Simulium pulverulentum
BIOUG74518-B07,Chironomus salinarius,Prodiamesa olivacea
BIOUG73277-B12,Pegoplata infirma,Lasiomma seminitidum
BIOUG74907-C02,Lipolexis oregmae,Curtisella Malaise2406
BIOUG75236-B06,Glyptapanteles Malaise795,Glyptapanteles henrytownesi
BIOUG75242-D05,Tuta absoluta,Monochroa absconditella
BIOUG70033-B05,phyMalaise01 Malaise1553,gelBioLep01 BioLep5436
BIOUG68166-A01,Anatrachyntis vanharteni,Anatrachyntis badia
BIOUG74391-G12,Chespiritos extendido,Chespiritos dolabratus
BIOUG68908-H07,phyMalaise01 Malaise2939,phyMalaise01 Malaise2168DHJ01
BIOUG70701-E08,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG68709-B12,gelMalaise01 Malaise6859,gelMalaise01 Malaise2486
BIOUG73277-F06,Chamaepsila atra,Chamaepsila nigra
BIOUG72498-G06,gelMalaise01 Malaise9194,pierMalaise69 Malaise2298
BIOUG70028-C10,malaiseGraci01 Malaise3984,malaiseGraci01 Malaise6671
BIOUG70039-C08,Apanteles oscarchavezi,Dolichogenidea baoris
BIOUG77290-E05,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG74384-B02,Dinotrema Malaise3029,Dinotrema Malaise5644
BIOUG68925-H11,Paradidyma Malaise2221,Paradidyma melania
BIOUG75914-C02,opiMalaise01 Malaise2177,Bracon jimlewisi
BIOUG75037-A06,gelBioLep01 BioLep743,gelBioLep01 BioLep7976
BIOUG73356-E09,Chespiritos dolabratus,Chespiritos extendido
BIOUG73774-D10,Battaristis MalaiseMetz3348,gelBioLep01 BioLep379
BIOUG75259-C08,Paradidyma Malaise2221,Paradidyma melania
BIOUG77117-E12,Megaselia hansonix,Megaselia scalaris
BIOUG73681-H07,Megaselia steptoeae,Megaselia carthayensis
BIOUG68405-A06,Lutzomyia evansi,Condylostylus patibulatus
BIOUG70028-B02,gelMalaise01 Malaise6859,gelMalaise01 Malaise5966
BIOUG68922-B06,Aristotelia Janzen1129,gelJanzen01 Janzen12
BIOUG68741-G01,Lutzomyia evansi,Culicoides foxi
BIOUG75135-C11,Cosmosciara sp. SAEVG Morph42,Cosmosciara perniciosa
BIOUG74644-A03,Brachymyrmex depilis,Monomorium exiguum
BIOUG75388-E06,Pseudorhysipolis Malaise4159,Heterospilus Malaise3652
BIOUG77091-F01,Dichomeris Malaise7462,gelJanzen01 Janzen828
BIOUG68907-C05,Glyptapanteles pamitchellae,Glyptapanteles nataliaivanovae
BIOUG73243-F01,Tersilochus striola,Tersilochus lapponicus
BIOUG74513-B08,Corynoptera levis,Corynoptera breviformis
BIOUG68323-C06,immidJanzen01 Janzen15,gelMalaise01 Malaise4704
BIOUG73243-D07,Tersilochus striola,Tersilochus lapponicus
BIOUG75416-H09,Leiophron Malaise1107,Leiophron Malaise2340
BIOUG66035-C05,Spilogona arctica,Fannia lugubrina
BIOUG68537-C11,Tanytarsus formosanus,Parachironomus parilis
BIOUG74531-H04,Corynoptera breviformis,Corynoptera trepida
BIOUG74932-B03,Microsepsis furcata,Australosepsis niveipennis
BIOUG51619-D07,Valenzuela flavidus,Valenzuela burmeisteri
BIOUG70033-F12,Telphusa BioLep476,Telphusa sedulitella
BIOUG66005-B10,Bryotropha similis,Aproaerema palpilineella
BIOUG74178-E06,Neodexiopsis rufitibia,Meiosimyza rorida
BIOUG73290-D07,Stenomacrus affinitor,Orthocentrus asper
BIOUG68227-C06,cramMalaise01 Malaise3160,cramMalaise9904 Malaise9904
BIOUG74971-C02,Paradidyma Malaise2221,Paradidyma melania
BIOUG68411-C08,Apanteles eduardoramirezi,Apanteles Malaise2941
BIOUG72498-G02,gelMalaise01 Malaise9194,gelMalaise01 malaise0926
BIOUG75263-E02,Paradidyma Malaise2503,Paradidyma melania
BIOUG75551-E02,Hormius joncoddingtoni,Hormius mercedesfosterae
BIOUG66043-G12,Simulium arcticum complex,Simulium pulverulentum
BIOUG73285-C03,Ormosia depilata,Ormosia lineata
BIOUG74105-H07,Dinotrema Malaise8288,Dinotrema Malaise3622
BIOUG68567-H10,Coenosia attenuata,Tanytarsus formosanus
BIOUG68506-B05,Ophiomyia beckeri,Ophiomyia lantanae
BIOUG66061-H03,Paraphaenocladius impensus,Paraphaenocladius brevinervis
BIOUG73282-A09,Smittia terrestris,Smittia edwardsi
BIOUG70033-B10,Sinoe BioLep2857,cramMalaise01 Malaise4140
BIOUG73594-D07,Psychoda alternata,Clogmia albipunctata
BIOUG74734-E10,Rudolfina exuberata,Archiceroptera venezolana
BIOUG75301-A06,Atheta caribou,Boreophilia munsteri
BIOUG73468-H07,gelBioLep1 BioLep743,gelBioLep01 BioLep7976
BIOUG75258-F02,Phytomyptera Malaise5935,Phytomyptera Malaise6385
BIOUG74635-B04,Psychoda trinodulosa,Psychoda minuta
BIOUG73470-C05,Pseudapanteles raulsolorzanoi,Glyptapanteles Malaise2577
BIOUG66046-H04,Thaumatomyia trifasciata,Chlorops hypostigma
BIOUG68224-B03,Blastobasis Metz9506,blastoBioLep01 BioLep565
BIOUG68182-E08,Binodoxys angelicae,Aphidius platensis
BIOUG66027-A01,Microphorella vockerothi,Medetera belgica
BIOUG68716-D11,Dolichogenidea Rodriguez195,Glyptapanteles sondrawardae
BIOUG68755-C05,gelMalaise01 Malaise6859,gelMalaise01 Malaise2486
BIOUG67695-E07,Lutzomyia evansi,Nyssomyia trapidoi
BIOUG66055-C03,Paraphaenocladius impensus,Paraphaenocladius brevinervis
BIOUG70726-C01,cramMalaise01 Malaise2371,skythriMalaise2371 Malaise2371
BIOUG70220-C02,Phytomyza thalictrella,Pseudonapomyza atra
BIOUG74816-F03,Paradidyma Malaise2399,Paradidyma melania
BIOUG68922-B10,Keiferia Malaise8909,gelBioLep01 BioLep4699
BIOUG74758-B03,gelBioLep1 BioLep743,gelBioLep01 BioLep743
BIOUG74200-G07,Glyphidocera BioLep4458,Glyphidocera virgulae
BIOUG74956-B05,Pambolus Malaise8158,Pambolus Malaise9142
BIOUG66056-A09,Minilimosina vitripennis,Coproica lugubris
BIOUG74763-A12,Phytomyptera Malaise6585,Phytomyptera Malaise6385
BIOUG70112-F11,Lutzomyia zeledoni,Bichromomyia olmeca
BIOUG68226-A06,Apanteles eduardoramirezi,Apanteles Malaise2941
BIOUG66041-C05,Simulium arcticum complex,Simulium pulverulentum
BIOUG74807-E08,Paradidyma Malaise2558,Lixophaga Malaise3014
BIOUG70207-H01,Chelonus planiventris,Chelonus Malaise6274
BIOUG70293-B03,Adia cinerella,Delia coarctata
BIOUG70020-A04,Apanteles oscarchavezi,Dolichogenidea baoris
BIOUG76822-E12,Dryadaula Malaise8646,Vipsophobetron Malaise8497
BIOUG75779-C03,Dinotrema Malaise4111,alyMalaise01 Malaise3306
BIOUG74385-C05,gelBioLep1 BioLep743,gelBioLep01 BioLep7976
BIOUG68913-A03,Anastatus sp. GG28,Zaischnopsis coenotea
BIOUG73366-F12,Chespiritos extendido,Chespiritos dolabratus
BIOUG76757-D05,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG73281-H10,Halocladius variabilis,Halocladius varians
BIOUG75779-A12,Dinotrema Malaise6719,Dinotrema Malaise0500
BIOUG73678-E09,Cosmosciara sp. SAEVG Morph42,Cosmosciara sp. SAEVG Morph0042
BIOUG51617-B08,Taeniothrips orionis,Anaphothrips sudanensis
BIOUG73774-B03,Filinota brunniceps,Parastega niveisignella
BIOUG74012-A11,Dinotrema Malaise4203,Dinotrema Malaise7967
BIOUG73274-H09,Claustropyga refrigerata,Camptochaeta camptochaeta
BIOUG74524-G04,Halocladius variabilis,Parametriocnemus stylatus
BIOUG73911-A03,Aprostocetus aproMalaise8259,Aprostocetus aproMalaise0020
BIOUG72698-E02,Keiferia Malaise7525,geoMalaise01 Malaise9385
BIOUG68908-D05,gelBioLep01 BioLep1838,gelBioLep01 BioLep7992
BIOUG74104-G10,Dinotrema Malaise4203,Dinotrema malaise0256
BIOUG77132-B05,Psychoda alternata,Clogmia albipunctata
BIOUG66057-D05,Paraphaenocladius impensus,Paraphaenocladius brevinervis
BIOUG74189-A04,ichneuMalaise01 Malaise9082,ichneuMalaise01 malaise9082
BIOUG68747-H02,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG66030-B02,Thaumatomyia trifasciata,Chlorops hypostigma
BIOUG74513-B09,Lycoriella agraria,Bradysia urticae
BIOUG68922-A10,tinBioLep01 BioLep1595,tinBioLep01 BioLep638
BIOUG74882-C02,Paradidyma Malaise2558,Paradidyma Malaise2559
BIOUG70042-B01,Telphusa BioLep476,Telphusa BioLep1217
BIOUG68625-A05,Chilocyrtus Malaise7054,Orthocentrus Malaise9461
BIOUG73287-H02,Corynoneura arctica,Pseudorthocladius filiformis
BIOUG72679-G12,ChiroGn1 SADR6,Contarinia floriperda
BIOUG66040-C02,Simulium arcticum complex,Simulium pulverulentum
BIOUG74157-C12,gelBioLep1 BioLep743,gelBioLep01 BioLep7976
BIOUG75413-E09,Glyptapanteles Malaise795,Glyptapanteles henrytownesi
BIOUG74735-H08,Phytomyptera Malaise6585,Phytomyptera Malaise5935
